,binary__offer_expiration,ordinal__income_range,ordinal__no_visited_cold_drinks,binary__travelled_more_than_15mins_for_offer,ordinal__restaur_spend_less_than20,nominal__marital_status,nominal__restaurant_type,ordinal__age,binary__prefer_western_over_chinese,binary__travelled_more_than_25mins_for_offer,ordinal__no_visited_bars,binary__gender,nominal__car,binary__restuarant_same_direction_house,binary__cooks_regularly,nominal__customer_type,ordinal__qualif,binary__is_foodie,ordinal__no_take_aways,nominal__job_industry,binary__restuarant_opposite_direction_house,binary__has_children,ordinal__type_of_rest_rating,interval__temperature,ordinal__restaur_spend_greater_than20,interval__travel_time,interval__season,ordinal__dest_distance,binary__prefer_home_food,nominal__pref_profile,nominal__biz_type,nominal__spend_id,nominal__direction,nominal__extra_travel,nominal__circumstance,target
7013,0,4,2,1,2,1,4,2,0,1,3,0,0,0,0,2,4,1,3,23,1,0,2,40,3,7,1,0,1,12,8,17,2,3,32,0.0
7014,1,3,2,0,2,1,4,4,1,0,1,0,0,0,0,3,2,0,3,5,1,0,3,89,1,7,2,1,1,10,9,7,2,0,36,1.0
7015,0,7,3,1,4,0,2,3,1,1,0,1,0,0,1,0,2,0,3,2,1,1,1,89,4,18,2,0,0,3,4,24,2,3,12,1.0
7016,1,1,2,1,4,1,2,7,1,0,2,1,0,0,0,3,2,0,3,6,1,1,4,40,1,10,3,1,0,2,5,9,2,2,41,0.0
7017,0,2,0,1,1,1,1,3,1,0,1,0,0,0,0,3,1,0,2,5,1,0,0,89,0,7,2,1,0,2,2,1,2,2,41,0.0
7018,1,0,3,1,4,2,2,7,0,0,0,1,0,1,0,0,4,0,4,13,1,1,3,89,1,22,3,1,1,8,5,9,3,2,9,1.0
7019,1,4,2,1,2,3,0,2,0,0,0,0,0,0,0,3,3,0,2,12,1,0,0,67,1,14,2,1,0,0,1,7,2,2,41,1.0
7020,1,8,1,1,2,3,0,6,1,0,0,1,0,0,0,3,5,1,1,0,1,0,3,89,1,14,2,2,0,6,1,7,2,2,41,1.0
7021,1,4,2,0,3,3,2,7,0,0,0,0,0,0,1,3,3,1,3,16,1,1,2,67,2,18,2,1,1,13,5,13,2,0,36,0.0
7022,1,4,1,1,1,0,4,2,0,0,1,0,0,0,0,3,4,1,2,5,1,0,3,40,1,22,1,1,1,12,9,6,2,2,41,1.0
7023,0,2,0,1,2,0,1,3,1,0,1,0,0,1,0,1,5,0,3,18,0,1,0,89,2,18,1,1,0,2,2,12,1,2,19,0.0
7024,0,4,0,0,3,0,1,4,1,0,1,1,0,0,1,2,4,0,3,5,1,0,1,40,0,10,1,0,1,11,2,3,2,0,26,0.0
7025,1,1,0,1,2,1,2,3,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,67,2,7,2,0,0,5,5,12,2,2,8,0.0
7026,0,0,4,0,1,1,2,7,0,0,0,1,0,1,1,0,5,1,2,0,0,0,3,67,1,7,3,0,0,5,4,6,1,0,1,1.0
7027,0,8,2,1,4,1,0,4,1,0,1,0,0,0,0,3,4,0,4,4,1,0,3,67,2,14,2,1,0,2,0,14,2,2,41,1.0
7028,1,7,2,1,2,3,3,0,0,0,0,0,0,0,1,3,2,1,2,3,1,0,2,67,1,22,1,1,0,5,7,7,2,2,41,0.0
7029,0,8,2,0,3,0,0,2,1,0,2,0,0,0,0,1,5,1,2,18,1,0,2,40,3,22,2,1,0,6,0,18,2,0,46,1.0
7030,1,5,4,0,4,3,4,2,1,0,2,1,0,1,0,0,4,1,4,7,0,0,2,89,4,22,2,2,1,14,9,24,1,0,1,1.0
7031,1,0,2,0,3,3,3,1,0,0,1,1,0,0,0,3,2,1,3,3,1,0,0,89,0,14,2,1,0,4,7,3,2,0,36,1.0
7032,0,2,1,0,1,3,0,1,1,0,3,0,0,1,0,0,2,1,2,13,0,0,2,89,0,22,2,1,1,14,0,1,1,0,1,1.0
7033,0,1,0,0,3,3,3,1,0,0,2,0,0,1,0,0,1,1,4,23,0,0,4,40,2,22,3,1,0,4,6,13,1,0,1,0.0
7034,0,3,1,0,3,3,1,3,1,0,2,1,0,0,1,0,4,1,3,2,1,1,0,89,1,18,2,0,1,15,2,8,2,0,2,0.0
7035,1,2,0,1,2,0,4,5,1,1,1,0,0,0,1,1,2,0,4,19,1,0,1,67,2,22,2,2,1,11,9,12,2,3,22,1.0
7036,1,4,1,1,4,0,2,2,1,0,1,1,0,1,1,0,5,1,1,12,0,0,1,89,1,10,2,0,1,15,5,9,1,2,7,0.0
7037,0,6,0,0,4,3,4,4,1,0,0,1,0,0,0,3,3,1,4,0,1,0,1,40,2,22,2,1,0,6,8,14,2,0,36,0.0
7038,0,4,2,0,2,0,3,1,1,0,0,0,0,1,0,0,3,0,2,0,0,1,4,67,2,7,2,0,1,10,6,12,1,0,1,0.0
7039,0,6,0,0,1,1,1,2,0,0,0,1,0,0,0,2,4,1,1,2,1,0,1,67,1,22,3,1,1,12,2,6,2,0,26,0.0
7040,1,2,1,1,2,2,1,5,1,0,1,1,0,0,1,2,2,1,3,21,1,1,3,67,1,10,2,1,1,15,3,7,2,2,31,1.0
7041,0,1,1,1,1,2,0,4,1,1,0,1,0,0,1,0,4,1,2,2,1,1,3,67,0,7,3,0,1,15,0,1,2,3,12,0.0
7042,1,2,0,0,2,1,4,7,1,0,3,1,0,0,1,0,5,1,2,4,1,1,1,40,2,7,2,1,1,15,9,12,2,0,2,1.0
7043,1,3,0,0,2,1,0,2,1,0,2,1,0,0,0,0,2,0,2,6,1,1,0,89,2,10,2,1,1,10,1,12,2,0,2,1.0
7044,1,2,3,0,2,0,4,6,0,0,1,1,0,0,0,0,2,1,2,1,1,0,0,67,1,7,2,2,0,4,9,7,2,0,2,1.0
7045,1,3,4,1,3,0,0,2,0,0,2,0,0,0,0,3,4,1,3,5,1,1,2,67,1,10,3,1,0,4,1,8,2,2,41,1.0
7046,0,8,2,1,2,1,4,2,0,1,3,0,0,0,1,0,4,0,2,4,1,0,0,40,1,7,1,0,1,9,8,7,2,3,12,1.0
7047,0,2,3,0,2,0,0,6,1,0,2,0,0,0,0,2,4,0,3,3,1,0,3,67,1,22,2,2,0,2,0,7,2,0,26,0.0
7048,0,2,1,0,3,0,3,4,0,0,1,0,0,0,1,3,2,1,2,5,1,1,1,89,1,10,2,0,0,5,6,8,2,0,36,1.0
7049,1,5,4,1,4,3,2,2,1,0,2,1,0,0,0,2,4,1,4,7,1,0,1,89,4,10,2,1,1,14,5,24,2,2,31,1.0
7050,0,2,2,1,2,2,4,7,0,0,3,1,0,0,1,0,4,1,1,12,1,1,4,67,1,10,3,0,1,13,8,7,2,2,8,0.0
7051,1,8,3,1,2,1,1,7,1,0,2,0,0,1,0,0,4,1,3,7,0,0,4,89,1,18,2,2,1,14,3,7,1,2,7,1.0
7052,1,3,1,1,2,1,0,3,1,0,1,1,0,1,1,0,4,1,2,19,1,1,3,89,2,18,1,0,1,15,1,12,3,2,9,1.0
7053,0,3,4,1,4,1,1,2,0,0,4,1,0,0,0,0,1,0,4,0,1,0,0,89,4,10,2,2,1,8,2,24,2,2,8,0.0
7054,1,3,2,0,3,1,1,6,1,0,0,1,0,0,1,0,2,1,4,6,1,0,4,67,2,18,2,2,0,7,3,13,2,0,2,1.0
7055,1,7,2,0,3,1,0,1,0,0,2,0,0,0,0,1,4,0,2,5,1,0,3,89,2,10,3,1,1,8,1,13,2,0,46,1.0
7056,0,1,1,1,3,3,2,7,0,0,1,1,0,0,0,3,2,1,2,23,1,0,1,67,1,22,2,1,0,4,4,8,2,2,41,1.0
7057,1,2,2,1,2,1,3,1,1,1,3,1,0,0,0,0,3,0,3,2,1,0,2,40,1,18,3,0,0,2,7,7,2,3,12,0.0
7058,1,3,1,1,4,1,3,2,1,1,0,1,0,0,1,0,2,1,2,8,1,0,2,67,4,7,3,1,0,7,7,24,2,3,12,1.0
7059,1,0,1,0,3,1,2,0,1,0,0,1,0,0,1,3,1,0,3,0,1,0,4,89,3,10,1,1,0,3,5,18,2,0,36,0.0
7060,1,4,2,0,3,1,0,1,1,0,0,0,0,0,1,0,1,1,4,3,1,0,0,67,0,10,2,1,1,15,1,3,2,0,2,0.0
7061,1,5,0,1,2,1,3,1,0,1,0,0,0,0,0,0,4,1,4,3,1,1,4,89,2,14,2,1,0,4,7,12,2,3,12,0.0
7062,1,8,1,1,3,0,2,3,0,0,1,1,0,0,1,0,2,0,4,5,1,0,2,40,1,18,3,2,0,1,5,8,2,2,8,1.0
7063,1,4,2,1,3,0,4,3,1,0,1,1,0,0,0,1,2,1,3,13,1,1,2,67,1,14,2,1,0,6,9,8,2,2,20,1.0
7064,1,6,0,1,2,0,4,4,0,0,0,0,0,0,0,3,3,1,3,1,1,1,0,67,1,22,1,1,0,4,9,7,2,2,41,0.0
7065,0,8,3,1,2,1,4,7,0,0,2,0,0,0,1,0,4,1,3,7,1,0,1,40,1,22,1,1,0,5,8,7,2,2,8,1.0
7066,0,4,2,0,1,0,4,0,0,0,0,0,0,0,0,0,2,1,2,13,0,0,0,40,1,18,2,1,1,12,8,6,0,0,0,1.0
7067,1,3,4,1,2,1,3,7,1,1,1,0,0,0,1,0,5,1,2,4,1,0,4,67,2,7,3,0,1,15,7,12,2,3,12,0.0
7068,0,1,0,1,1,2,2,3,0,0,2,1,0,0,0,0,2,1,3,23,1,1,3,40,1,7,2,2,1,12,4,6,2,2,8,0.0
7069,0,0,2,1,3,1,1,0,1,0,0,1,0,1,1,2,2,0,1,8,0,0,2,40,1,18,3,0,1,11,2,8,1,2,30,1.0
7070,1,1,4,0,4,2,3,4,0,0,0,1,0,0,0,1,5,1,4,3,1,1,2,89,2,14,3,2,0,4,7,14,2,0,46,0.0
7071,0,1,1,0,1,1,3,4,1,0,1,1,0,0,0,0,1,1,2,23,1,0,2,40,1,22,2,2,1,14,6,6,2,0,2,0.0
7072,0,4,0,0,4,0,4,3,0,0,0,1,0,1,1,1,2,0,2,0,0,0,4,40,2,22,2,2,0,1,8,14,1,0,15,1.0
7073,0,1,2,1,3,1,1,2,0,0,3,0,0,1,0,0,0,1,2,10,0,1,3,67,3,7,3,0,1,12,2,18,1,2,7,1.0
7074,1,5,4,0,3,1,4,2,0,0,2,0,0,1,1,0,5,1,3,5,0,0,4,89,2,18,2,1,1,13,9,13,1,0,1,0.0
7075,0,7,2,1,1,0,4,6,1,1,1,0,0,0,0,0,5,1,2,7,1,1,3,67,2,10,1,0,0,6,8,11,2,3,12,0.0
7076,1,3,4,1,2,3,1,0,1,1,2,1,0,0,0,3,2,0,2,7,1,0,2,89,1,10,2,1,0,2,3,7,2,3,44,0.0
7077,0,8,2,1,4,0,2,3,0,0,1,1,0,0,0,2,2,1,2,5,1,0,0,89,3,18,1,1,0,4,4,19,2,2,31,1.0
7078,1,6,1,1,3,0,0,1,0,1,1,0,0,0,0,0,4,1,2,18,1,0,3,67,1,10,2,0,0,4,1,8,2,3,12,0.0
7079,1,1,2,1,3,0,0,1,0,0,2,0,0,0,0,0,2,0,3,3,1,1,4,40,0,18,1,2,0,0,1,3,2,2,8,1.0
7080,1,2,0,1,0,0,0,3,1,1,0,1,0,0,1,0,4,0,2,1,1,1,2,67,0,7,2,0,0,3,1,0,2,3,12,0.0
7081,1,1,2,1,3,0,2,1,0,0,2,1,0,0,1,2,2,0,3,3,1,1,1,67,0,22,3,2,0,1,5,3,2,2,31,1.0
7082,0,7,0,1,4,0,4,3,1,0,0,0,0,0,0,3,5,0,3,7,1,1,3,40,3,22,1,1,0,2,8,19,2,2,41,1.0
7083,1,4,1,1,2,3,0,7,0,1,1,0,0,0,1,0,1,1,3,17,1,0,1,67,1,7,3,0,1,13,1,7,2,3,12,0.0
7084,0,2,2,0,4,1,2,2,0,0,2,1,0,0,1,0,5,1,2,11,1,0,4,89,2,18,2,2,0,5,4,14,2,0,2,1.0
7085,0,1,2,1,2,1,4,1,0,0,0,0,0,0,0,0,2,0,3,2,1,0,3,89,0,7,2,0,1,8,8,2,2,2,8,0.0
7086,1,1,0,0,2,1,2,5,1,0,0,0,0,0,0,3,2,1,2,1,1,0,3,67,0,18,2,1,0,6,5,2,2,0,36,1.0
7087,0,3,3,1,4,2,2,7,1,0,2,0,0,0,0,3,2,0,3,2,0,0,0,89,1,14,1,1,0,2,4,9,0,2,39,1.0
7088,1,2,3,0,1,3,3,4,1,0,0,0,0,1,1,1,2,1,3,14,0,0,4,89,1,7,2,2,1,15,7,6,1,0,15,1.0
7089,1,3,2,1,3,1,0,5,0,1,3,1,0,0,1,0,4,1,2,0,1,0,4,40,1,10,2,2,1,13,1,8,2,3,12,1.0
7090,1,7,3,0,4,1,0,0,0,0,2,0,0,0,1,0,2,1,3,3,0,0,4,89,1,18,1,2,0,5,1,9,0,0,0,1.0
7091,0,1,0,0,2,1,0,2,1,0,0,0,0,1,1,0,1,0,3,2,0,0,2,67,0,18,2,2,1,11,0,2,1,0,1,1.0
7092,0,4,3,0,2,0,2,7,0,0,3,1,0,0,0,1,4,0,2,2,1,1,2,89,1,14,2,1,1,8,4,7,2,0,46,0.0
7093,1,3,0,1,3,0,3,3,1,0,0,0,0,0,1,3,2,0,3,14,1,1,2,89,2,14,2,1,0,3,7,13,2,2,41,0.0
7094,0,4,1,1,2,0,2,7,1,0,0,1,0,0,1,0,4,0,3,17,1,1,1,67,1,7,2,0,0,3,4,7,2,2,8,0.0
7095,0,7,0,0,2,0,2,7,1,0,0,0,0,0,0,1,2,1,2,17,1,1,1,89,1,10,2,2,0,6,4,7,2,0,46,0.0
7096,1,8,2,1,3,1,1,0,0,0,0,1,0,0,0,3,2,1,3,3,1,0,4,89,2,14,2,1,0,4,3,13,2,2,41,1.0
7097,0,3,1,1,3,0,2,1,0,1,2,0,0,0,0,0,2,0,2,0,1,0,2,40,0,7,1,0,0,0,4,3,2,3,12,1.0
7098,1,1,3,0,2,1,2,1,1,0,0,0,0,0,0,2,2,1,4,6,1,0,2,89,1,18,2,0,0,6,5,7,2,0,26,1.0
7099,0,3,3,1,3,1,4,7,0,0,2,1,0,0,1,2,5,1,3,1,1,0,4,89,2,14,2,1,1,13,8,13,2,2,31,0.0
7100,0,1,3,1,4,0,0,7,1,0,1,1,0,0,1,3,4,1,3,13,1,1,1,40,1,22,3,1,0,7,0,9,2,2,41,0.0
7101,0,7,1,1,2,3,0,1,0,0,0,0,0,0,1,1,3,1,3,3,0,0,3,89,3,7,3,0,0,5,0,17,0,2,18,1.0
7102,0,3,0,1,3,0,4,3,1,1,0,0,0,0,0,0,2,1,3,14,1,1,0,67,2,7,3,1,0,6,8,13,2,3,12,1.0
7103,0,4,1,1,0,3,0,2,1,0,2,1,0,1,0,0,3,0,3,7,1,0,2,67,2,18,1,1,0,2,0,10,3,2,9,1.0
7104,1,3,0,1,2,2,1,7,1,0,0,0,0,0,0,3,2,0,3,0,1,1,3,40,1,22,2,1,1,10,3,7,2,2,41,1.0
7105,1,4,0,0,1,0,2,7,1,0,1,0,0,0,1,0,4,0,3,9,1,1,4,67,1,18,3,0,0,3,5,6,2,0,2,0.0
7106,1,2,0,0,2,0,2,5,1,0,0,0,0,0,0,1,3,1,0,20,1,1,0,89,0,18,2,0,1,14,5,2,2,0,46,0.0
7107,1,2,2,1,3,1,1,3,0,0,3,1,0,0,0,3,4,0,2,2,1,0,1,67,2,10,2,1,0,0,3,13,2,2,41,1.0
7108,1,1,0,0,2,1,2,2,1,0,0,0,0,0,1,3,1,0,3,2,1,0,3,89,0,10,2,1,0,3,5,2,2,0,36,1.0
7109,0,7,1,1,2,0,4,4,1,1,1,0,0,0,1,0,5,1,1,16,1,1,4,89,1,18,2,2,1,15,8,7,2,3,12,0.0
7110,1,4,3,1,2,1,1,3,0,1,0,0,0,0,1,0,3,0,1,3,1,1,3,67,1,18,1,2,1,9,3,7,2,3,12,0.0
7111,1,0,4,0,1,1,1,7,0,0,0,1,0,1,0,3,5,0,2,0,0,0,1,89,1,7,3,0,0,0,3,6,1,0,35,1.0
7112,0,8,0,0,2,0,3,4,1,0,0,0,0,0,0,2,5,1,2,13,1,0,1,67,1,10,2,2,0,6,6,7,2,0,26,1.0
7113,1,1,1,1,2,0,0,1,1,0,0,0,0,1,1,1,4,0,3,0,1,0,4,89,1,18,2,2,0,3,1,7,3,2,21,1.0
7114,1,4,2,1,2,3,2,7,1,0,0,1,0,0,1,0,2,0,3,7,1,0,2,89,1,7,2,2,1,11,5,7,2,2,8,1.0
7115,0,4,0,1,1,0,0,3,0,1,0,1,0,0,0,0,4,0,0,7,1,1,1,89,1,18,2,2,0,0,0,6,2,3,12,0.0
7116,0,7,2,1,1,0,4,4,0,0,1,1,0,0,1,1,4,1,2,0,1,1,3,89,1,18,3,2,0,5,8,6,2,2,20,1.0
7117,1,5,2,0,3,0,4,2,0,0,3,1,0,0,1,2,5,1,3,0,1,0,0,40,2,18,2,2,1,13,9,13,2,0,26,1.0
7118,1,0,3,1,4,1,1,1,1,0,2,1,0,0,1,3,1,0,4,0,1,0,0,40,3,22,3,1,1,11,3,19,2,2,41,1.0
7119,0,1,2,1,2,3,2,2,0,0,0,1,0,0,1,2,1,1,1,4,1,0,3,89,0,22,2,1,1,13,4,2,2,2,31,1.0
7120,1,8,3,1,3,1,4,1,1,0,1,1,0,0,0,1,2,1,4,3,1,1,2,89,1,22,2,1,1,14,9,8,2,2,20,0.0
7121,0,3,1,0,3,0,2,7,0,0,1,0,0,0,1,2,3,0,1,0,1,1,3,40,1,14,1,1,1,9,4,8,2,0,26,1.0
7122,0,4,0,0,3,1,2,1,0,0,0,1,0,0,1,0,2,1,4,6,1,0,1,67,2,14,1,2,0,5,4,13,2,0,2,0.0
7123,1,8,0,1,0,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,2,67,0,18,2,2,1,10,7,0,2,2,8,0.0
7124,0,4,1,1,1,0,0,7,1,0,1,0,0,0,0,2,5,1,1,17,1,0,0,67,1,7,3,2,1,14,0,6,2,2,31,1.0
7125,0,1,2,0,2,0,1,3,1,0,1,1,0,1,0,0,4,1,2,2,0,1,2,89,1,7,2,0,0,6,2,7,1,0,1,0.0
7126,1,5,1,1,3,0,4,3,1,0,1,0,0,0,1,2,5,0,3,13,1,0,1,40,1,10,2,1,1,11,9,8,2,2,31,0.0
7127,1,1,1,0,2,3,0,3,1,0,0,0,0,0,0,0,4,0,2,2,1,0,4,40,0,14,1,1,0,2,1,2,2,0,2,1.0
7128,0,4,3,0,2,1,4,2,0,0,1,0,0,0,1,0,5,1,3,18,1,0,3,67,1,22,2,0,1,13,8,7,2,0,2,0.0
7129,1,1,0,0,1,0,3,2,1,0,1,1,0,0,0,0,2,1,2,0,1,1,2,67,0,10,3,1,1,14,7,1,2,0,2,1.0
7130,1,6,0,0,4,3,2,4,1,0,0,1,0,0,0,1,3,1,4,0,1,0,3,89,2,22,2,1,0,6,5,14,2,0,46,1.0
7131,1,4,3,0,2,0,2,2,0,0,0,0,0,0,1,1,4,1,2,13,1,1,4,67,1,18,2,1,1,13,5,7,2,0,46,0.0
7132,0,1,3,1,3,1,2,1,0,0,0,0,0,0,1,1,2,0,3,2,1,0,2,67,0,7,2,2,0,1,4,3,2,2,20,0.0
7133,0,4,1,0,2,2,1,5,1,0,1,0,0,1,0,0,2,1,2,16,0,1,4,89,2,7,2,1,0,6,2,12,1,0,1,1.0
7134,1,3,1,0,1,1,2,6,1,0,2,1,0,1,0,0,4,1,1,1,1,0,2,89,0,14,2,1,0,6,5,1,3,0,3,1.0
7135,1,7,2,0,1,0,4,6,0,0,1,0,0,0,0,1,5,0,2,7,1,1,1,67,2,14,2,1,1,8,9,11,2,0,46,1.0
7136,1,1,1,1,2,2,2,1,0,0,0,1,0,0,1,1,3,0,4,3,1,0,0,67,1,22,2,0,1,9,5,7,2,2,20,0.0
7137,0,1,3,1,2,1,2,2,0,0,1,0,4,0,0,3,5,0,3,2,1,0,2,89,0,18,2,1,0,0,4,2,2,2,41,1.0
7138,1,2,2,1,2,0,3,2,1,0,1,1,0,0,0,1,2,0,2,1,1,1,3,67,0,18,3,1,0,2,7,2,2,2,20,0.0
7139,1,8,3,1,3,1,1,1,1,1,2,0,0,0,1,0,4,1,2,3,1,0,1,67,2,10,2,0,0,7,3,13,2,3,12,0.0
7140,0,7,2,1,1,0,2,4,0,0,1,1,0,0,1,3,4,0,2,0,1,1,3,89,1,14,1,0,1,9,4,6,2,2,41,1.0
7141,1,8,1,0,3,0,4,4,0,0,0,1,0,0,1,0,2,0,2,6,1,0,0,40,0,7,2,1,1,9,9,3,2,0,2,1.0
7142,1,1,2,0,2,1,0,1,0,0,0,1,0,0,0,3,4,1,4,1,1,0,1,89,2,10,2,1,1,12,1,12,2,0,36,0.0
7143,1,2,3,1,3,1,0,3,1,1,4,1,0,0,1,3,3,0,3,4,1,0,0,89,3,18,2,0,0,3,1,18,2,3,44,1.0
7144,0,2,0,1,2,3,1,5,0,0,0,1,0,0,1,2,2,0,4,23,1,1,4,89,1,10,2,0,1,9,2,7,2,2,31,0.0
7145,1,8,0,0,2,0,4,3,0,0,2,0,0,0,1,0,2,0,3,14,1,0,0,67,2,7,2,2,0,1,9,12,2,0,2,1.0
7146,1,4,3,1,2,3,3,7,0,1,0,0,0,0,1,0,3,0,3,17,1,1,4,89,1,7,2,0,0,1,7,7,2,3,12,0.0
7147,1,2,2,0,2,0,4,1,0,0,1,1,0,0,0,3,2,0,3,2,1,1,0,40,0,14,1,1,0,0,9,2,2,0,36,1.0
7148,0,6,0,1,4,3,0,4,1,0,0,1,0,0,1,0,3,1,4,0,1,0,3,67,2,18,3,1,1,15,0,14,2,2,8,0.0
7149,1,2,1,1,3,1,3,1,0,1,0,0,0,1,0,0,2,1,4,3,0,0,4,40,3,18,1,1,1,12,7,18,1,3,11,0.0
7150,0,0,2,1,2,1,1,1,0,0,3,0,0,1,1,3,2,0,3,3,0,0,4,89,1,22,2,1,1,9,2,7,1,2,40,0.0
7151,1,8,1,0,3,0,4,3,1,0,1,1,0,1,1,1,2,1,4,1,0,0,1,40,1,18,2,2,0,7,9,8,1,0,15,1.0
7152,0,8,0,0,2,1,2,1,0,0,2,1,0,0,0,1,4,0,2,3,1,0,1,89,3,10,2,0,0,0,4,17,2,0,46,0.0
7153,0,5,1,0,1,0,0,5,0,0,1,1,0,0,1,3,3,1,1,0,1,1,4,40,1,18,1,1,0,5,0,6,2,0,36,0.0
7154,0,1,1,1,1,1,0,5,0,0,0,1,0,0,1,3,2,1,4,4,0,1,0,89,0,14,2,1,0,5,0,1,0,2,39,0.0
7155,1,4,0,0,3,3,1,1,1,0,1,1,0,0,1,2,4,0,2,3,1,0,2,89,2,7,2,1,0,3,3,13,2,0,26,1.0
7156,0,8,3,1,3,1,2,1,1,0,1,0,0,1,0,0,4,1,2,2,0,0,4,40,2,7,2,0,1,14,4,13,1,2,7,1.0
7157,1,2,0,1,4,0,0,4,1,0,1,0,0,0,1,2,3,0,3,21,1,1,1,40,2,14,2,1,0,3,1,14,2,2,31,1.0
7158,1,3,4,1,4,1,4,2,0,0,4,0,0,0,0,0,1,1,4,0,1,0,2,67,4,10,1,1,0,4,9,24,2,2,8,1.0
7159,1,0,4,1,2,1,1,1,0,1,3,0,0,0,1,0,1,1,1,0,1,0,3,40,0,7,1,0,0,5,3,2,2,3,12,0.0
7160,0,1,0,1,2,3,2,1,1,0,0,1,0,1,0,1,3,1,1,23,0,1,3,89,0,7,2,2,0,6,4,2,1,2,19,0.0
7161,1,2,0,0,1,1,2,3,1,0,1,0,0,0,1,3,1,1,2,5,1,0,0,89,0,14,2,1,0,7,5,1,2,0,36,0.0
7162,1,6,0,1,3,1,0,2,0,1,0,0,0,0,1,0,4,0,3,2,1,0,2,89,1,7,3,0,0,1,1,8,2,3,12,0.0
7163,0,1,1,0,3,1,2,4,1,0,0,1,0,0,1,1,2,0,3,7,1,1,3,67,1,10,3,2,0,3,4,8,2,0,46,0.0
7164,1,3,4,1,4,1,4,2,0,0,4,0,0,0,1,0,1,0,4,0,1,0,2,67,4,10,1,1,0,1,9,24,2,2,8,1.0
7165,0,8,2,0,2,1,2,2,1,0,3,0,0,0,1,3,4,0,2,4,1,0,1,40,1,18,3,1,1,11,4,7,2,0,36,1.0
7166,1,0,1,1,2,0,1,1,0,0,1,0,0,0,1,3,2,0,1,3,0,1,3,89,2,10,1,2,0,1,3,12,0,2,39,1.0
7167,1,2,0,0,3,1,0,3,1,0,0,1,0,1,1,2,2,0,3,0,0,1,2,89,1,7,2,0,0,3,1,8,1,0,25,0.0
7168,1,5,0,0,1,3,0,1,0,0,1,1,0,0,0,2,4,0,2,12,1,0,4,40,0,14,1,2,1,8,1,1,2,0,26,0.0
7169,1,4,0,0,3,1,0,1,1,0,2,0,0,0,0,3,4,0,1,18,1,0,0,89,0,10,2,1,0,2,1,3,2,0,36,1.0
7170,1,0,3,0,2,1,1,1,0,1,2,1,0,0,0,1,1,1,4,0,0,0,3,40,2,7,3,1,0,4,3,12,0,1,47,1.0
7171,0,2,2,1,1,1,3,5,0,0,0,0,0,1,1,0,2,1,2,5,0,1,1,67,1,10,2,0,1,13,6,6,1,2,7,0.0
7172,1,0,2,1,2,0,2,1,0,0,2,0,0,1,1,0,2,0,2,2,1,0,0,40,1,7,2,1,0,1,5,7,3,2,9,1.0
7173,1,6,0,1,2,0,2,2,1,0,2,0,0,0,0,2,4,0,2,5,1,0,2,67,1,10,2,2,1,10,5,7,2,2,31,0.0
7174,1,1,2,1,2,1,3,1,0,0,0,1,0,0,1,1,2,1,3,2,1,0,0,67,0,22,2,2,1,13,7,2,2,2,20,0.0
7175,0,1,1,0,1,3,2,2,1,0,0,0,0,0,0,3,4,1,1,12,1,0,1,89,1,10,2,1,1,14,4,6,2,0,36,1.0
7176,1,2,2,1,2,1,3,4,1,0,2,0,0,0,0,0,2,0,3,0,1,0,3,67,0,22,2,1,1,10,7,2,2,2,8,1.0
7177,1,0,0,1,2,1,2,1,1,0,2,1,0,0,1,0,1,1,3,0,1,0,3,67,1,14,2,1,0,7,5,7,2,2,8,1.0
7178,1,2,1,1,3,1,2,1,0,0,0,0,0,1,0,0,4,1,2,3,1,0,0,89,0,7,2,1,1,12,5,3,3,2,9,0.0
7179,0,5,1,1,2,0,3,2,1,0,1,0,0,0,0,1,3,0,3,5,1,1,2,40,0,7,1,0,1,10,6,2,2,2,20,0.0
7180,1,3,1,0,2,1,2,2,1,0,0,1,0,0,0,2,4,0,2,17,1,0,4,89,1,18,2,1,0,2,5,7,2,0,26,0.0
7181,0,6,3,0,1,1,0,1,1,0,2,0,0,0,1,0,2,1,1,0,1,0,0,40,0,7,2,0,0,7,0,1,2,0,2,0.0
7182,0,3,0,1,2,3,0,3,0,0,0,0,0,0,1,0,1,1,3,2,1,0,2,67,1,7,2,2,0,5,0,7,2,2,8,1.0
7183,0,1,1,0,3,4,2,7,1,0,0,1,0,0,0,3,1,1,2,17,1,1,3,89,1,14,2,1,1,14,4,8,2,0,36,1.0
7184,1,5,2,1,3,0,4,5,1,0,2,0,0,0,1,0,5,1,2,7,1,1,4,89,1,7,2,0,1,15,9,8,2,2,8,0.0
7185,0,1,1,1,1,3,4,2,0,0,0,0,0,0,0,1,4,1,1,12,1,0,1,89,1,18,2,0,1,12,8,6,2,2,20,1.0
7186,1,4,2,1,3,1,3,0,1,0,0,0,0,0,1,0,2,1,3,3,1,0,1,67,1,18,2,2,0,7,7,8,2,2,8,0.0
7187,1,5,0,1,2,1,1,1,1,0,0,0,0,1,1,0,2,0,3,3,0,1,3,40,2,7,1,1,1,11,3,12,1,2,7,0.0
7188,1,1,3,1,2,0,2,6,0,0,2,1,0,0,1,2,4,0,3,14,1,0,1,40,1,18,1,1,0,1,5,7,2,2,31,1.0
