,binary__offer_expiration,ordinal__income_range,ordinal__no_visited_cold_drinks,binary__travelled_more_than_15mins_for_offer,ordinal__restaur_spend_less_than20,nominal__marital_status,nominal__restaurant_type,ordinal__age,binary__prefer_western_over_chinese,binary__travelled_more_than_25mins_for_offer,ordinal__no_visited_bars,binary__gender,nominal__car,binary__restuarant_same_direction_house,binary__cooks_regularly,nominal__customer_type,ordinal__qualif,binary__is_foodie,ordinal__no_take_aways,nominal__job_industry,binary__restuarant_opposite_direction_house,binary__has_children,ordinal__type_of_rest_rating,interval__temperature,ordinal__restaur_spend_greater_than20,interval__travel_time,interval__season,ordinal__dest_distance,binary__prefer_home_food,target,nominal__pref_profile,nominal__biz_type,nominal__spend_id,nominal__direction,nominal__extra_travel,nominal__circumstance
5601,0,7,4,1,3,3,4,1,1,0,2,0,0,0,1,2,2,1,3,0,1,0,0,67,1,18,3,1,0,1,7,8,8,2,2,31
5602,1,3,2,0,1,1,4,1,0,0,2,1,0,0,1,2,2,0,2,4,1,1,1,40,0,22,2,0,0,1,1,9,1,2,0,26
5603,1,2,2,1,2,3,0,1,0,0,2,1,0,0,1,3,4,1,1,13,1,0,2,67,0,22,3,1,0,1,5,1,2,2,2,41
5604,0,7,2,0,1,0,3,6,0,0,1,0,0,0,0,3,5,1,2,7,1,1,1,67,2,18,2,1,1,1,12,6,11,2,0,36
5605,0,6,0,1,3,1,2,2,1,0,0,0,0,1,1,3,4,0,2,2,0,0,2,40,2,22,2,0,1,0,11,4,13,1,2,40
5606,0,7,1,0,1,0,3,4,0,0,1,1,0,0,1,1,4,1,1,0,1,1,1,40,1,7,2,1,0,0,5,6,6,2,0,46
5607,1,7,2,0,4,0,4,2,0,0,2,1,0,0,0,0,4,1,1,8,0,0,2,89,1,10,2,1,0,1,4,9,9,0,0,0
5608,0,4,3,0,2,2,0,5,0,0,1,0,0,0,1,0,2,0,2,16,1,1,2,67,1,18,2,2,0,0,1,0,7,2,0,2
5609,1,6,0,1,1,0,1,7,1,0,0,1,0,1,1,0,1,1,3,17,0,1,2,40,2,7,1,0,1,1,15,3,11,1,2,7
5610,1,8,1,0,2,0,1,5,0,0,1,0,0,0,0,3,2,1,2,4,1,1,3,67,1,7,2,0,0,1,4,3,7,2,0,36
5611,0,1,2,0,2,3,1,3,1,0,2,1,0,1,0,2,0,1,3,5,0,0,4,40,1,18,2,0,1,1,14,2,7,1,0,25
5612,1,1,0,1,3,1,2,3,0,0,3,0,0,0,1,3,2,1,4,6,1,0,4,89,0,10,2,2,1,0,13,5,3,2,2,41
5613,1,0,1,0,3,1,0,4,1,0,0,0,0,0,1,0,5,1,1,0,1,0,2,89,1,14,1,1,1,0,15,1,8,2,0,2
5614,0,3,1,0,1,1,0,7,0,0,1,1,0,0,1,3,1,1,1,7,1,0,2,89,2,18,2,2,1,0,13,0,11,2,0,36
5615,1,4,4,0,2,0,3,3,0,0,2,0,0,0,0,3,5,0,3,15,1,1,1,40,1,14,1,0,0,1,0,7,7,2,0,36
5616,1,4,0,1,3,0,2,6,1,0,0,0,0,0,1,1,5,1,1,17,1,1,2,67,2,10,2,1,0,1,7,5,13,2,2,20
5617,0,8,2,1,3,0,2,3,0,0,1,1,0,0,1,1,5,0,3,5,1,1,1,67,3,22,2,1,1,0,9,4,18,2,2,20
5618,1,3,0,0,2,2,1,7,0,0,0,1,0,1,1,0,5,0,3,17,0,0,3,89,0,22,2,2,0,1,1,3,2,1,0,1
5619,1,2,0,1,4,1,1,1,1,0,3,1,0,1,1,1,4,1,3,7,0,0,2,40,2,18,3,2,0,1,7,3,14,1,2,19
5620,0,5,3,1,2,0,3,3,1,1,1,1,0,0,0,0,5,1,3,3,0,0,2,67,1,7,2,1,1,1,14,6,7,0,3,10
5621,1,2,1,1,2,0,3,1,1,0,0,1,0,0,1,0,2,0,2,0,1,1,3,67,0,7,3,1,0,1,3,7,2,2,2,8
5622,1,4,4,0,2,3,0,2,1,0,2,0,0,0,0,3,4,1,3,3,1,0,3,89,1,22,2,1,0,1,6,1,7,2,0,36
5623,1,4,4,1,2,3,0,2,0,1,2,0,0,0,0,0,4,0,3,3,1,0,4,67,1,7,2,0,1,1,8,1,7,2,3,12
5624,0,7,2,1,2,3,0,1,0,1,2,1,0,0,1,0,4,0,2,7,1,0,4,67,2,10,3,0,1,1,9,0,12,2,3,12
5625,1,3,1,0,2,0,1,6,1,0,1,1,0,1,0,0,4,0,2,13,0,0,0,40,2,10,2,2,0,0,2,3,12,1,0,1
5626,0,2,1,0,1,1,0,1,1,0,4,0,0,0,1,3,2,0,4,21,1,0,4,89,1,18,2,0,1,1,11,0,6,2,0,36
5627,1,8,1,1,3,0,3,3,0,0,1,1,0,0,0,1,2,0,4,5,1,0,0,89,1,22,2,1,0,0,0,7,8,2,2,20
5628,1,1,2,0,1,1,2,7,1,0,0,1,0,1,0,0,4,1,3,23,0,1,2,40,1,22,1,1,0,0,6,5,6,1,0,1
5629,1,4,1,0,2,0,2,1,0,0,1,1,0,0,1,2,2,0,2,0,1,0,0,89,2,7,3,1,1,1,9,5,12,2,0,26
5630,0,1,0,1,3,1,3,3,1,0,3,1,0,0,0,3,2,1,4,6,1,0,1,89,0,14,1,1,1,0,14,6,3,2,2,41
5631,0,7,1,1,2,1,2,2,0,0,0,1,0,0,1,0,4,1,1,17,1,0,1,67,1,10,2,0,1,1,13,4,7,2,2,8
5632,0,7,1,0,1,0,4,3,1,0,1,0,0,1,1,0,4,0,3,18,0,1,2,40,1,22,2,2,0,0,3,8,6,1,0,1
5633,1,1,2,0,3,0,0,3,0,0,2,0,0,1,0,2,2,1,3,2,0,1,2,67,1,7,2,2,0,1,4,1,8,1,0,25
5634,0,2,2,0,3,0,0,7,0,0,2,1,0,0,0,2,2,0,3,8,1,0,4,89,2,10,2,1,0,0,0,0,13,2,0,26
5635,1,7,2,1,1,1,1,2,1,0,0,1,0,1,0,2,2,0,3,0,0,0,0,40,0,7,2,0,0,0,2,3,1,1,2,30
5636,0,1,2,0,2,3,2,2,0,0,1,1,0,1,1,0,3,1,2,6,0,0,1,89,2,22,2,1,1,1,13,4,12,1,0,1
5637,0,2,0,0,0,3,4,1,1,0,0,1,0,0,1,3,2,0,2,6,1,0,2,89,0,18,2,0,0,1,3,8,0,2,0,36
5638,1,1,3,0,2,1,4,6,0,0,0,0,0,0,0,2,2,1,2,3,1,0,1,67,0,14,2,1,1,1,12,9,2,2,0,26
5639,1,4,2,0,1,0,2,2,1,0,1,1,0,1,1,1,4,1,2,0,0,0,4,89,2,18,2,2,0,0,7,5,11,1,0,15
5640,1,4,0,1,0,3,4,1,0,1,1,0,0,0,1,0,3,0,2,17,1,1,2,89,2,14,1,0,0,1,1,9,10,2,3,12
5641,0,3,4,1,4,3,1,0,0,0,0,1,0,1,0,0,2,0,4,13,0,1,1,89,1,10,2,2,1,1,8,2,9,1,2,7
5642,1,4,0,1,3,0,4,6,1,0,0,0,0,0,1,2,5,1,1,17,1,1,1,40,2,10,2,2,0,0,7,9,13,2,2,31
5643,1,6,2,1,3,0,1,4,1,0,2,0,0,0,0,1,2,1,2,7,1,1,1,89,1,10,3,1,1,1,14,3,8,2,2,20
5644,0,5,2,1,4,3,2,4,0,0,3,1,0,0,1,0,4,0,4,13,1,0,4,40,2,10,1,2,0,0,1,4,14,2,2,8
5645,0,6,1,1,2,0,0,4,1,0,1,0,0,0,1,0,4,0,3,4,1,1,4,40,2,18,1,1,0,0,3,0,12,2,2,8
5646,0,8,2,0,2,1,4,2,1,0,3,0,0,0,0,1,4,0,1,4,1,0,1,40,1,22,3,1,0,0,2,8,7,2,0,46
5647,0,0,0,1,2,1,2,1,0,0,2,0,0,0,0,0,1,1,3,0,1,0,0,40,1,7,2,0,0,0,4,4,7,2,2,8
5648,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,2,1,1,3,1,0,0,67,1,7,2,0,1,0,14,1,6,2,3,12
5649,0,6,3,0,3,1,4,3,1,0,4,1,0,0,0,0,5,0,3,11,1,0,0,40,3,10,3,1,0,0,2,8,18,2,0,2
5650,1,0,2,0,3,1,2,2,1,0,3,1,0,1,0,3,4,1,4,0,0,0,1,89,2,18,3,0,1,1,14,5,13,1,0,35
5651,0,2,2,0,3,0,2,3,0,0,0,0,0,1,1,0,5,1,3,13,0,1,4,89,1,7,2,0,0,1,5,4,8,1,0,1
5652,0,1,3,1,2,1,4,6,0,0,0,1,0,0,1,3,2,1,2,3,1,0,3,40,0,14,1,2,0,1,5,8,2,2,2,41
5653,1,7,1,1,2,0,0,2,0,0,0,1,0,0,1,3,4,1,1,17,1,0,4,40,1,7,2,1,0,0,5,1,7,2,2,41
5654,1,1,2,0,2,0,3,1,1,0,1,1,0,1,0,0,2,0,2,8,0,0,0,89,1,18,2,2,1,1,10,7,7,1,0,1
5655,0,7,2,0,2,3,0,1,0,0,2,1,0,1,1,0,4,0,2,7,0,0,2,67,2,18,1,2,1,1,9,0,12,1,0,1
5656,1,7,3,0,3,0,2,4,0,0,2,1,0,0,0,3,5,0,3,15,1,0,1,89,1,10,3,0,0,1,0,5,8,2,0,36
5657,0,8,4,1,4,0,4,2,0,0,2,0,0,0,0,3,4,0,3,5,1,1,3,40,2,14,2,1,0,1,0,8,14,2,2,41
5658,0,3,0,1,1,1,1,0,1,0,0,0,0,1,0,0,2,1,0,3,0,0,3,67,1,7,3,0,0,0,6,2,6,1,2,7
5659,1,4,2,1,1,0,0,4,1,0,0,0,0,0,1,3,3,1,2,14,1,0,0,40,1,14,2,1,0,0,7,1,6,2,2,41
5660,1,2,2,1,2,1,3,3,1,0,0,1,0,0,0,3,1,1,2,8,1,0,3,67,2,14,2,0,1,1,14,7,12,2,2,41
5661,1,0,2,0,3,3,0,1,1,0,1,1,0,0,0,1,2,1,3,3,1,0,2,67,2,14,2,1,1,1,14,1,13,2,0,46
5662,0,2,2,1,2,1,2,5,1,0,1,1,0,0,1,0,2,1,2,6,1,1,4,67,0,7,2,0,1,0,15,4,2,2,2,8
5663,0,1,0,1,3,1,0,7,1,0,0,1,0,1,1,0,5,0,3,13,0,0,4,89,1,22,2,0,0,0,3,0,8,1,2,7
5664,1,0,4,1,2,1,2,1,0,0,3,0,0,1,1,0,1,0,1,0,0,0,0,67,0,14,1,0,1,1,9,5,2,1,2,7
5665,1,5,3,0,3,1,3,5,0,0,2,0,0,1,0,0,4,0,2,4,0,0,1,40,3,18,2,2,0,1,0,7,18,1,0,1
5666,1,1,1,0,2,2,2,7,1,0,0,1,0,1,1,0,2,1,2,22,0,1,4,67,1,10,1,0,1,1,15,5,7,1,0,1
5667,1,7,3,0,4,0,1,3,1,0,2,0,0,1,0,0,4,0,2,7,0,0,2,89,4,22,3,1,1,1,10,3,24,1,0,1
5668,0,3,1,1,4,0,1,2,0,0,2,0,0,0,1,1,4,1,4,15,1,0,1,67,4,14,2,1,1,0,13,2,24,2,2,20
5669,1,2,3,1,2,1,2,1,0,0,3,0,0,0,0,0,4,0,3,3,1,1,2,67,0,7,2,0,1,1,8,5,2,2,2,8
5670,1,6,3,0,3,1,1,3,1,0,4,1,0,0,1,0,5,0,3,11,1,0,1,67,3,22,2,2,1,0,11,3,18,2,0,2
5671,1,7,2,1,2,1,0,7,0,0,2,1,0,0,0,2,5,1,1,13,1,0,2,89,1,18,2,1,0,0,4,1,7,2,2,31
5672,1,4,2,1,1,0,2,1,0,0,0,1,0,1,1,1,2,1,0,3,0,1,4,89,1,7,2,0,0,0,5,5,6,1,2,19
5673,0,3,4,1,4,1,1,2,0,0,4,0,0,0,0,1,1,1,4,0,1,0,4,89,4,14,2,1,1,0,12,2,24,2,2,20
5674,1,2,2,0,3,0,0,2,0,0,1,1,0,1,1,1,2,0,2,7,0,1,0,89,2,18,2,2,0,1,1,1,13,1,0,15
5675,1,8,2,0,4,1,4,4,1,0,1,0,0,0,0,0,4,0,4,4,1,0,0,67,2,7,2,1,1,1,10,9,14,2,0,2
5676,1,3,0,0,2,0,1,7,1,0,0,1,0,0,0,2,3,0,1,1,1,1,1,89,1,10,2,0,0,0,2,3,7,2,0,26
5677,0,7,0,0,3,0,4,4,1,0,0,0,0,0,0,3,4,1,1,13,1,0,3,89,2,7,2,0,0,0,6,8,13,2,0,36
5678,1,6,1,0,2,1,4,3,0,0,0,0,0,0,0,0,3,0,4,1,1,0,0,89,1,10,2,1,0,0,0,9,7,2,0,2
5679,0,7,2,0,1,0,0,6,0,0,1,0,0,1,0,0,5,0,2,7,0,1,3,89,2,18,2,2,1,1,8,0,11,1,0,1
5680,0,2,0,1,1,0,4,2,0,0,0,1,0,1,0,0,2,0,2,0,0,1,1,67,0,7,3,0,0,0,0,8,1,1,2,7
5681,1,0,4,0,2,0,1,1,0,0,1,1,0,1,1,0,2,1,3,3,0,0,1,89,2,7,2,0,0,1,5,3,12,1,0,1
5682,0,8,2,1,1,0,0,1,1,0,0,1,0,1,1,0,2,0,1,3,0,1,4,89,1,18,1,2,1,1,11,0,6,1,2,7
5683,1,3,1,1,3,1,2,2,0,0,3,1,0,0,1,0,3,1,2,6,1,0,3,89,2,22,2,0,0,1,5,5,13,2,2,8
5684,0,5,4,1,3,1,3,2,0,1,2,0,0,0,1,2,5,0,3,5,1,0,2,67,2,18,3,2,0,0,1,6,13,2,3,32
5685,0,6,1,1,2,1,4,5,0,1,1,1,0,0,1,1,4,0,2,8,1,1,0,40,1,22,1,2,0,0,1,8,7,2,3,22
5686,1,0,0,0,1,0,4,2,0,0,2,0,0,0,0,0,4,1,3,1,1,0,1,40,1,18,2,2,1,0,12,9,6,2,0,2
5687,0,1,1,0,1,3,2,2,1,0,0,0,0,0,1,2,4,1,1,12,1,0,4,89,1,18,2,2,0,1,7,4,6,2,0,26
5688,0,3,1,0,1,1,0,1,1,0,0,0,2,0,0,2,3,0,2,5,1,0,0,40,1,22,1,2,1,1,10,0,6,2,0,26
5689,1,2,2,0,1,1,1,1,1,0,1,1,0,0,1,3,1,1,2,5,1,0,2,89,2,14,2,0,0,1,7,3,11,2,0,36
5690,0,8,4,1,4,1,3,1,1,0,1,0,0,0,0,3,4,0,3,9,1,0,2,40,2,14,2,2,1,0,10,6,14,2,2,41
5691,0,2,2,0,3,0,4,5,1,0,0,0,0,0,0,3,2,1,4,1,1,1,2,89,1,18,2,1,0,0,6,8,8,2,0,36
5692,1,3,0,1,1,1,4,0,1,0,0,0,0,0,1,3,2,1,0,3,1,0,0,40,1,14,2,1,0,0,7,9,6,2,2,41
5693,1,5,2,1,0,1,3,0,1,0,0,0,0,0,1,0,2,0,2,3,1,0,0,67,2,18,1,2,0,1,3,7,10,2,2,8
5694,1,5,1,1,3,0,1,2,1,0,0,1,0,0,0,0,2,1,4,0,1,1,0,89,0,10,2,2,1,1,14,3,3,2,2,8
5695,1,8,2,0,2,1,1,7,1,0,2,1,0,0,0,3,2,1,3,3,1,1,1,40,1,7,3,0,0,1,6,3,7,2,0,36
5696,1,2,3,0,2,1,1,1,0,0,2,0,0,0,0,0,4,0,2,3,1,0,2,40,1,18,2,2,1,1,8,3,7,2,0,2
5697,1,5,2,1,2,0,4,6,0,0,0,0,0,0,1,2,2,1,3,5,1,1,1,89,2,10,2,2,1,1,13,9,12,2,2,31
5698,0,7,1,0,2,1,1,1,0,0,2,0,0,0,0,0,5,1,2,7,1,0,2,67,2,7,2,1,0,1,4,2,12,2,0,2
5699,1,2,1,1,2,0,3,1,1,0,0,1,0,0,1,0,2,1,2,0,1,1,4,89,0,22,2,2,0,0,7,7,2,2,2,8
5700,0,8,2,0,1,1,4,1,0,0,1,0,0,0,0,0,2,0,2,3,1,0,1,67,1,10,2,1,0,0,0,8,6,2,0,2
5701,1,4,0,0,2,0,2,2,1,0,2,1,0,0,1,0,4,0,2,7,1,0,0,89,1,18,2,0,1,1,11,5,7,2,0,2
5702,1,6,1,1,2,1,1,3,1,0,0,1,0,0,1,3,3,1,3,1,1,0,0,89,2,22,2,1,0,1,7,3,12,2,2,41
5703,1,1,4,1,2,2,0,5,1,1,0,1,0,0,0,0,4,0,1,1,1,1,0,67,0,7,2,0,0,0,2,1,2,2,3,12
5704,1,1,0,1,2,1,4,3,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,89,2,14,2,1,1,1,9,9,12,2,2,8
5705,1,4,2,1,3,1,1,1,0,0,4,0,0,0,0,0,4,0,4,1,1,0,1,89,1,7,1,0,0,1,0,3,8,2,2,8
5706,1,4,0,1,1,0,2,1,1,0,0,0,0,0,0,2,5,1,2,5,1,0,0,67,0,14,2,1,0,0,6,5,1,2,2,31
5707,1,4,0,0,3,1,2,1,1,0,2,1,0,1,1,0,4,0,1,18,0,0,2,67,0,18,2,1,1,1,11,5,3,1,0,1
5708,1,0,2,1,1,1,0,0,0,1,2,0,0,0,0,0,2,0,2,3,1,0,4,67,1,14,3,0,1,0,8,1,6,2,3,12
5709,0,2,0,1,0,3,2,1,1,0,0,1,0,0,0,0,2,1,2,6,1,0,1,89,0,22,1,2,0,0,6,4,0,2,2,8
5710,1,7,2,1,3,0,1,1,1,1,1,1,0,0,1,0,2,0,2,0,1,1,2,89,3,10,2,0,0,1,3,3,18,2,3,12
5711,1,4,1,0,2,0,2,2,0,0,0,0,0,0,1,3,4,1,2,13,1,0,1,67,2,18,3,1,1,1,13,5,12,2,0,36
5712,1,3,1,1,2,0,4,6,1,0,0,0,0,0,0,3,2,1,1,22,1,1,1,89,1,7,2,1,0,1,6,9,7,2,2,41
5713,1,4,0,0,3,0,2,6,0,0,0,0,0,0,1,0,5,0,1,17,1,1,4,89,2,18,2,2,1,0,9,5,13,2,0,2
5714,1,7,2,0,1,1,2,2,0,0,0,0,0,0,1,1,2,1,3,0,1,0,0,89,0,10,2,1,1,1,13,5,1,2,0,46
5715,0,5,3,1,2,0,3,3,1,0,1,1,0,0,0,0,5,1,3,5,1,1,1,89,0,7,2,0,1,0,14,6,2,2,2,8
5716,1,1,1,0,2,3,2,1,0,0,2,1,0,0,1,3,2,1,2,23,1,0,3,67,0,14,2,1,0,0,5,5,2,2,0,36
5717,0,4,2,0,1,1,2,1,1,0,1,0,0,0,1,0,4,0,2,0,1,0,4,89,1,18,2,1,0,1,3,4,6,2,0,2
5718,0,2,4,1,4,0,0,1,1,0,0,1,0,0,1,3,2,1,2,3,1,1,3,89,2,18,2,1,1,1,15,0,14,2,2,41
5719,0,1,3,1,1,0,2,3,0,0,0,1,0,0,0,0,5,1,4,0,1,1,3,89,2,10,2,1,1,1,12,4,11,2,2,8
5720,1,8,1,1,2,3,0,6,0,0,0,1,0,0,0,2,5,0,1,0,1,0,1,40,1,10,2,1,0,0,0,1,7,2,2,31
5721,0,2,4,1,1,0,2,4,0,0,0,0,0,0,0,3,2,0,3,15,1,0,4,89,1,7,2,1,0,1,0,4,6,2,2,41
5722,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,3,3,1,2,3,1,0,3,89,2,10,2,0,1,1,12,3,11,2,2,41
5723,0,8,1,1,2,0,3,4,0,0,0,1,0,0,0,1,2,1,3,3,1,1,4,67,2,22,3,2,1,1,12,6,12,2,2,20
5724,0,1,3,1,2,2,1,5,0,1,3,0,0,0,0,0,3,0,2,1,1,1,1,67,1,22,2,2,0,1,0,2,7,2,3,12
5725,1,3,1,1,2,0,0,7,1,0,0,1,0,0,1,3,4,1,2,0,1,1,2,67,2,22,2,1,1,0,15,1,12,2,2,41
5726,0,1,2,1,2,0,0,2,1,1,1,1,0,0,0,1,3,1,2,0,1,0,0,40,1,14,3,1,0,0,6,0,7,2,3,22
5727,1,1,0,0,2,3,1,1,0,0,0,1,0,0,1,0,3,0,1,23,1,1,0,89,0,10,2,1,0,0,1,3,2,2,0,2
5728,1,1,2,1,1,1,0,5,0,0,1,1,0,0,0,0,1,0,2,10,1,0,4,89,0,10,2,0,0,0,0,1,1,2,2,8
5729,1,5,0,0,2,0,1,7,1,0,2,0,0,0,0,1,2,0,2,6,1,1,0,89,1,18,2,2,1,1,10,3,7,2,0,46
5730,0,2,2,1,2,0,1,2,1,0,1,0,0,0,0,3,4,1,2,5,1,1,2,67,2,10,3,1,1,1,14,2,12,2,2,41
5731,1,8,1,0,3,1,1,1,0,0,1,0,0,0,1,3,3,0,2,1,1,0,1,89,1,22,1,1,0,0,1,3,8,2,0,36
5732,1,4,0,0,1,0,1,3,0,0,0,0,0,1,1,0,4,1,0,7,0,1,1,89,0,7,2,0,1,0,13,3,1,1,0,1
5733,1,0,3,1,3,3,4,0,0,0,0,1,0,1,1,0,1,0,2,3,0,0,3,40,1,7,1,1,1,0,9,9,8,1,2,7
5734,1,7,1,0,1,1,1,1,0,0,2,0,0,0,1,3,4,1,1,11,1,0,3,40,1,10,2,1,0,1,5,3,6,2,0,36
5735,0,0,0,0,1,1,4,7,1,0,0,1,0,1,0,0,4,1,1,0,0,0,0,89,0,22,2,2,1,1,14,8,1,1,0,1
5736,1,5,0,1,2,1,3,1,1,0,0,0,0,0,0,3,2,0,3,3,1,1,0,89,2,14,3,1,1,0,10,7,12,2,2,41
5737,1,8,1,0,2,0,3,7,0,0,0,1,0,0,0,0,4,0,3,13,1,1,3,89,2,22,3,1,0,0,0,7,12,2,0,2
5738,1,5,0,0,2,0,2,4,1,0,0,0,0,0,0,1,4,1,1,2,1,1,0,40,2,10,2,1,1,0,14,5,12,2,0,46
5739,1,6,1,1,2,1,0,3,1,1,0,1,0,0,0,0,3,0,4,1,1,0,2,40,1,7,1,0,1,0,10,1,7,2,3,12
5740,0,0,3,0,4,1,2,0,1,0,2,0,0,1,1,0,2,1,2,3,0,0,3,89,3,7,2,0,1,1,15,4,19,1,0,1
5741,1,7,0,1,1,1,0,1,1,1,2,0,0,0,0,0,4,1,1,11,1,0,4,67,1,7,3,0,0,1,6,1,6,2,3,12
5742,0,2,2,1,2,0,2,5,1,0,0,0,0,1,1,0,4,0,2,13,0,1,3,89,2,7,2,0,1,1,11,4,12,1,2,7
5743,0,2,2,0,2,0,4,1,0,0,1,1,0,0,1,3,2,0,3,2,1,1,4,89,0,14,1,1,1,0,9,8,2,2,0,36
5744,1,3,4,1,2,1,3,7,0,0,1,1,0,0,1,3,5,0,2,4,1,0,3,89,2,10,2,1,0,1,1,7,12,2,2,41
5745,0,0,2,0,2,3,3,1,0,0,2,1,0,1,1,0,2,1,3,3,0,0,4,89,1,7,2,2,1,0,13,6,7,1,0,1
5746,0,3,1,0,2,1,2,6,0,0,0,1,0,0,1,3,2,1,2,2,1,1,3,67,2,22,2,1,0,1,5,4,12,2,0,36
5747,0,2,1,1,1,3,4,1,1,0,0,1,0,0,0,0,2,1,1,2,1,0,0,67,0,14,2,1,0,1,6,8,1,2,2,8
5748,1,1,4,1,2,3,2,0,0,0,1,1,0,0,1,3,2,1,3,3,1,0,3,89,1,18,2,1,0,1,5,5,7,2,2,41
5749,0,2,1,1,2,1,4,2,1,0,0,1,0,1,0,3,2,1,1,13,1,0,1,40,1,18,1,1,0,1,6,8,7,3,2,42
5750,1,3,1,0,2,0,4,1,1,1,2,1,0,0,1,2,4,0,4,0,1,0,4,89,1,18,2,1,1,1,11,9,7,2,1,29
5751,1,2,3,1,2,3,2,1,0,0,1,0,0,0,1,2,5,1,2,3,1,0,3,89,1,14,2,1,1,1,13,5,7,2,2,31
5752,1,8,3,1,3,0,4,3,0,0,0,0,0,0,1,0,4,0,3,0,1,1,2,89,1,10,3,1,1,1,9,9,8,2,2,8
5753,1,5,1,1,3,0,2,3,1,0,0,0,0,0,1,0,4,1,4,5,1,1,4,40,1,10,3,1,1,0,15,5,8,2,2,8
5754,0,8,2,1,3,0,2,2,1,0,2,1,0,0,0,2,4,0,3,5,1,1,0,89,1,22,1,0,1,1,10,4,8,2,2,31
5755,1,1,2,1,1,0,4,4,0,0,0,1,0,0,0,1,2,1,2,14,1,1,0,67,1,14,3,1,0,1,4,9,6,2,2,20
5756,1,0,4,0,1,1,2,1,0,0,4,1,0,0,1,2,2,0,2,3,1,0,4,89,0,18,2,2,0,1,1,5,1,2,0,26
5757,0,1,0,1,4,1,4,2,0,0,0,1,0,0,0,2,1,0,3,5,1,1,2,89,3,10,3,1,0,1,0,8,19,2,2,31
5758,1,3,1,1,3,3,4,1,1,0,0,0,0,0,1,0,1,1,3,2,1,0,0,89,1,22,2,1,0,1,7,9,8,2,2,8
5759,0,2,2,1,2,0,0,1,1,1,1,0,0,0,0,2,2,0,3,2,1,1,0,40,0,22,2,1,0,0,2,0,2,2,3,32
5760,1,1,2,1,2,1,1,7,1,0,2,0,0,0,0,3,2,0,1,6,1,0,3,67,1,14,2,1,0,1,2,3,7,2,2,41
5761,0,2,1,1,2,3,4,6,1,1,0,1,0,0,1,0,5,0,2,16,1,0,3,67,1,7,1,2,1,0,11,8,7,2,3,12
5762,0,2,1,1,3,0,3,7,0,0,0,1,0,0,1,3,2,0,4,13,1,1,2,89,1,14,2,2,0,0,1,6,8,2,2,41
5763,1,6,3,0,2,0,3,5,0,0,1,0,0,0,1,1,5,1,4,5,1,1,3,67,1,18,3,1,0,1,5,7,7,2,0,46
5764,1,2,0,1,4,1,1,1,1,0,3,0,0,0,1,0,4,1,3,7,1,0,3,40,2,18,3,2,0,0,7,3,14,2,2,8
5765,0,0,2,0,2,3,4,1,1,0,2,1,0,0,1,3,2,1,3,3,1,0,3,67,1,18,1,0,1,0,15,8,7,2,0,36
5766,1,2,1,1,2,1,1,1,1,0,3,1,0,0,1,0,2,0,4,7,1,0,0,89,2,7,2,0,0,1,3,3,12,2,2,8
5767,1,4,4,0,2,3,1,2,0,0,2,0,0,0,1,0,4,0,3,3,1,0,1,67,1,14,3,1,0,1,1,3,7,2,0,2
5768,0,1,4,1,2,1,4,1,1,0,3,1,0,1,0,1,4,0,2,21,1,0,0,40,1,7,2,1,1,0,10,8,7,3,2,21
5769,0,2,3,1,0,1,4,1,1,1,2,0,0,0,1,0,2,1,1,22,1,1,1,89,0,18,1,2,1,1,15,8,0,2,3,12
5770,0,4,1,1,2,1,3,1,0,0,0,1,0,0,0,3,3,0,2,0,1,0,3,89,0,7,2,1,1,1,8,6,2,2,2,41
5771,0,7,3,1,3,0,3,7,0,0,0,1,0,0,0,1,5,0,2,13,1,1,1,67,1,14,2,1,1,0,8,6,8,2,2,20
5772,0,2,0,1,1,1,1,6,1,0,0,1,0,0,0,2,2,1,2,2,1,0,4,89,1,10,2,1,1,0,14,2,6,2,2,31
5773,0,8,1,0,3,0,1,3,1,0,1,1,0,1,0,0,2,1,4,5,0,0,4,89,1,7,2,0,1,0,14,2,8,1,0,1
5774,0,1,3,1,2,1,1,6,0,0,0,0,0,0,0,2,2,0,2,3,1,0,1,89,0,14,3,1,0,1,0,2,2,2,2,31
5775,1,3,1,0,2,2,3,1,1,0,2,0,0,1,0,0,5,0,3,17,1,0,1,89,0,7,2,0,0,0,2,7,2,3,0,3
5776,1,4,0,1,1,0,3,7,0,0,1,0,0,0,1,0,4,0,3,9,1,1,3,89,1,7,2,1,0,1,1,7,6,2,2,8
5777,0,2,2,0,2,0,0,2,1,0,1,0,0,1,1,1,4,1,2,5,0,1,4,67,2,18,1,2,0,1,7,0,12,1,0,15
5778,1,2,3,1,3,1,2,3,0,0,2,1,0,0,0,0,4,1,2,5,1,0,2,89,2,14,3,0,1,1,12,5,13,2,2,8
5779,1,1,2,1,2,3,3,7,1,0,3,0,0,0,1,0,4,1,3,7,1,1,3,67,0,18,2,2,1,1,15,7,2,2,2,8
5780,0,7,3,1,1,3,0,1,1,0,0,1,0,1,1,0,2,1,2,3,0,1,2,67,1,14,3,0,1,1,15,0,6,1,2,7
5781,1,6,0,0,4,3,2,4,0,0,0,0,0,1,1,3,3,1,4,0,0,0,1,67,2,22,2,2,0,0,5,5,14,1,0,35
